android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,target
959829367361,792872135809.0,118106804261,184994704496.0,0.142717613487,0.142717613487,0.142717613487,0.0128464434685,0.164230482181,0.164230482181,0.164230482181,0.0175740929801,0
961315825415,949400886766.0,973230764064,0.168502678323,0.100072507104,0.100072507104,0.100072507104,0.0635398549042,0.0857923175285,0.0526309658141,0.142896399773,0.0496679262792,0
101865232093,100410302975.0,104184432027,0.203008264824,0.046738290406,0.046738290406,0.046738290406,0.00262374220226,0.0718280612151,0.0624884522403,0.0780628821978,0.00823835532627,0
118590712876,113254086259.0,123927339493,0.754712973908,0.156465522669,0.100547652109,0.21238339323,0.0790798109257,0.293456329829,0.283146009081,0.303766650576,0.0145809954335,0
992682793111,978252490741.0,100711309548,0.204075293201,0.306746219192,0.306746219192,0.306746219192,0.0546550959959,0.147662112708,0.04241036987,0.24813574319,0.0756780843998,0
113258223679,968396977107.0,123874091077,12518933048.0,0.0600151492413,0.0600151492413,0.0600151492413,0.0803679950988,0.544265680118,0.447151013008,0.641380347228,0.137340879332,0
922753720875,849928692215.0,102372527323,0.75809978837,130769962447.0,130769962447.0,130769962447.0,0.0969994398333,0.615556246177,0.136245616215,109654010332.0,0.441739548015,0
955409893158,927715533492.0,991827963717,0.299189762474,0.0993086146128,0.0842165497845,0.114400679441,0.0213434027643,0.0578299939666,0.0431662185465,0.0870262992271,0.0252848272092,0
930380827654,89564712689.0,968327863148,0.364467624875,0.18435617321,0.153819174114,0.214893172306,0.0431858382757,0.09381990329,0.0878568759481,0.0997829306319,0.00843299413972,0
978892025486,971518820266.0,986265230705,0.104272868196,0.0116161949982,0.00451953451024,0.0228721992844,0.00985800089785,0.0275738257994,0.0211717116124,0.0358726928895,0.00753179701726,0
101714595629,101172653328.0,10225653793,0.0766422152098,0.047461088776,0.047461088776,0.047461088776,0.024858175616,0.0232272470654,0.008319981447,0.0394147850865,0.0130454943436,0
947888562017,947888562017.0,947888562017,0.153705653572,0.0337446920595,0.0282043724052,0.0392850117137,0.00783519519492,0.030112679529,0.0177615075673,0.0424638514907,0.0174671948994,0
988441782836,988441782836.0,988441782836,0.0397000090112,0.112353844797,0.112353844797,0.112353844797,0.0988433522752,0.0813057387283,0.0668066041929,0.0991840727983,0.0129634946484,0
10051488233,962371802363.0,104792584424,0.604958431691,0.0257788056107,0.0245242301425,0.0270333810789,0.00177423764215,0.0223812023388,0.0181094958824,0.0266529087951,0.00604110520505,0
870604510567,817572001762.0,923637019373,0.749992931994,0.0736420624114,0.0736420624114,0.0736420624114,0.0523812279884,0.207712448892,0.167063217387,0.243340075081,0.0402724467056,0
996721900289,93641169684.0,105026198651,0.418246970935,0.0140518031579,0.0140518031579,0.0140518031579,0.00406967772324,0.030380143795,0.0228721976078,0.0378880899822,0.0106178393235,0
941534947784,855245478379.0,102782441719,122031737923.0,0.18435617321,0.153819174114,0.214893172306,0.0431858382757,0.148321097804,0.0938400700734,0.213374884333,0.0573942680399,0
717373433932,670380061075.0,764366806788,0.664586652353,0.0667601270006,0.0551164992774,0.0784037547238,0.0164665762414,0.262363302727,0.165143484819,0.438751911024,0.153023415696,0
100670116696,100463530897.0,100876702494,0.0292156438032,0.017309923919,0.0143316676254,0.0190857814222,0.00259513422321,0.0215523260219,0.00775524214039,0.0289195263623,0.011957812652,0
91327216435,671951997438.0,114991499389,160818357913.0,0.193684887249,0.193684887249,0.193684887249,0.0540718077047,0.248148212732,0.215757473191,0.280538952274,0.0458074231549,0
945074159761,88737695033.0,102301300011,0.644734890127,0.20360489052,0.20360489052,0.20360489052,0.0385718191925,0.168250563646,0.0939186316466,0.30036868031,0.114716337118,0
981778752475,981778752475.0,981778752475,117716337477.0,0.00630218955236,0.00630218955236,0.00630218955236,0.0118718423788,0.0243197345083,0.0207384867412,0.0279009822753,0.00506464916238,0
103352754543,997456723703.0,105672122074,0.316612669864,0.0552604332215,0.0552604332215,0.0552604332215,0.0076991613764,0.0538865894267,0.0523282358176,0.0554449430358,0.00220384480896,0
101244059973,969708066077.0,103335881646,0.248716950173,0.00464338016599,0.00464338016599,0.00464338016599,0.00133192617272,0.0169321489738,0.0152894213114,0.0193514910567,0.00213949763321,0
780251802867,780251802867.0,780251802867,131685273107.0,0.325643525777,0.325643525777,0.325643525777,0.227543274511,0.249695977612,0.171070325006,0.376210335448,0.0787226582565,0
972746723368,952857954855.0,990195778131,0.187880923496,0.00615291803125,0.00398585470511,0.00831998135738,0.00306469034634,0.0233163857067,0.0222943331367,0.0243384382767,0.00144540060595,0
974402713018,974402713018.0,974402713018,161689489864.0,0.140953943966,0.118713677558,0.163194210374,0.031452486385,0.0676740598833,0.0349107822228,0.114286544463,0.0414605632743,0
976536633815,970126069324.0,980422714218,0.0468558454943,0.0151776822914,0.0151776822914,0.0151776822914,0.00237497477408,0.023135187599,0.017761508269,0.0272216247427,0.00404944688574,0
889171768571,748718670823.0,105868556416,157013572218.0,0.225875026847,0.119485447703,0.332630425032,0.106572959553,0.159295180353,0.0543702450323,0.303172092801,0.0943424036398,0
112101635743,101191339336.0,123011932149,154294891476.0,0.0312578430499,0.0312578430499,0.0312578430499,0.0465589078756,0.0853713597915,0.0533058185494,0.192612662229,0.0481807800767,0
945262034459,919115013934.0,971409054984,0.369774710421,0.198597326053,0.0935008506281,0.303693801478,0.148628860904,0.0893166615773,0.0348294246445,0.140461490888,0.0433731398674,0
102318992067,102318992067.0,102318992067,0.182255473033,0.0103281219413,0.0103281219413,0.0103281219413,0.0010107358735,0.0224748406469,0.0110191809645,0.0326082301748,0.00871008993297,0
941085512449,941085512449.0,941085512449,235996716022.0,0.372488733528,0.134130291959,0.610847175098,0.337089740774,0.151196556915,0.106494479958,0.195898633873,0.0632182834995,0
992930638416,972656508561.0,101320476827,0.286719494055,0.00981286191793,0.00336866203565,0.0163649027406,0.00649879145431,0.0135895799917,0.00884875109467,0.0205460767826,0.00615538343439,0
967686174861,897972558253.0,103739979147,0.985899420898,0.126668688413,0.120072838741,0.133264538084,0.00932794006081,0.122439268112,0.0778007802658,0.184822610212,0.0556738530248,0
937675426871,862018385181.0,997303501528,0.542711113721,0.107703288643,0.0823636197015,0.133042957584,0.0358357034828,0.115550507387,0.115550507387,0.115550507387,0.646411240007,0
903085421831,578821596153.0,123387694107,25940427009.0,0.258545627194,0.258545627194,0.258545627194,0.05292083267,0.385868427311,0.385868427311,0.385868427311,0.0454545121694,0
943451364659,943451364659.0,943451364659,230228401044.0,0.0294252188111,0.0294252188111,0.0294252188111,0.018067024932,0.0387854465956,0.0195556557122,0.0699108959894,0.0216965128144,0
103774939782,103774939782.0,103774939782,0.0170802452633,0.00966923103718,0.00714601135898,0.012514024021,0.00269841565146,0.0197207615223,0.0178888323541,0.022822530646,0.00270087297803,0
103021329572,103021329572.0,103021329572,0.14958942646,0.0292705525145,0.0292705525145,0.0292705525145,0.00872315992154,0.0193314019513,0.0144891631661,0.0245704580117,0.00415949349331,0
101167293311,849316313237.0,121657772724,158749922256.0,0.118728014813,0.118728014813,0.118728014813,0.0393309145289,0.123607892837,0.108876071423,0.157594352061,0.0194061697849,0
989536180868,980785872862.0,998286488874,0.12374804257,0.0166873211361,0.0151402525275,0.0182343897448,0.00218788540827,0.0287123452106,0.0200711195806,0.0365775262924,0.00707839991452,0
974740518232,873502231985.0,109955897119,114858306324.0,0.195805930926,0.195805930926,0.195805930926,0.000450261082019,0.0975222436842,0.0426372015464,0.152407285822,0.0776191709627,0
974126524542,974126524542.0,974126524542,0.186930623587,0.016950245686,0.0157284411437,0.0181720502283,0.00172789255429,0.020244339269,0.0103281219413,0.0323461720252,0.00919227684027,0
805947520856,805947520856.0,805947520856,0.344374962755,0.629121440401,0.629121440401,0.629121440401,0.0384688228472,0.194008162727,0.100998088374,0.336687603831,0.111014675753,0
100989445261,926656432127.0,10931324731,117716337477.0,0.00630218955236,0.00630218955236,0.00630218955236,0.0118718423788,0.0301826074004,0.0101619751611,0.0502032396397,0.0283134496401,0
964618365072,964618365072.0,964618365072,12317616185.0,0.759095057051,0.605270880005,0.912919234098,0.2175402374,0.817388119264,0.5105495758,120852172528.0,0.340920779619,0
984638148274,984638148274.0,984638148274,0.213643822842,0.0197894163904,0.0181407992256,0.0214380335552,0.00233149675362,0.0224360931712,0.00611947865538,0.0451073806277,0.0151438009854,0
100743512093,961046270312.0,105382397155,0.656037416883,0.367437490693,0.367437490693,0.367437490693,0.0206211869069,0.385181782587,0.383910718297,0.386356303123,0.00122564750541,0
966581197648,845565262008.0,116652763179,174432589843.0,0.0561365043171,0.0561365043171,0.0561365043171,0.0236724903174,0.123518454301,0.059052558608,0.166743661201,0.05018620414,0
105661700413,105661700413.0,105661700413,0.332694892567,0.130884549043,0.130884549043,0.130884549043,0.00573053892327,0.138530233737,0.135957959586,0.143557973425,0.00435454197802,0
109808963519,100570854693.0,126205531608,142378656895.0,0.14324143679,0.14324143679,0.14324143679,0.0540718077047,0.248148212732,0.215757473191,0.280538952274,0.0458074231549,0
101749784849,101749784849.0,101749784849,0.0265376467519,0.0195266199527,0.0195266199527,0.0195266199527,0.0141236681147,0.0265055213812,0.0243617390898,0.0295598891473,0.0025071100906,0
10940045862,10940045862.0,10940045862,0.182253396765,0.326661039672,0.240535201877,0.412786877466,0.12180032788,0.243760844417,0.0468231912581,0.753811413876,0.290376869803,0
978739838875,96817112241.0,989308555339,0.14946422161,0.0215353090292,0.0193221483266,0.0237484697318,0.00312988188133,0.0209846757121,0.00964638025523,0.0276763830891,0.00700044187224,0
882976779618,780529491413.0,985424067824,144882344409.0,0.358888919224,0.133914381519,0.658207605589,0.227543274511,0.454394444187,0.0807776715204,115772875379.0,0.609500737508,0
100314690784,757623089375.0,114387365227,170268432569.0,0.163710191971,0.0675246606097,0.269617153358,0.101396368562,0.376358098048,0.376358098048,0.376358098048,0.107715525684,0
990804708387,975086548377.0,101168432264,0.162589849417,0.0228920540433,0.0204630617713,0.0253210463154,0.00343511381403,0.0247264388979,0.0238200373763,0.0256328404194,0.00128184532473,0
100608283155,998816083067.0,101334958004,0.10276734264,0.0193514895153,0.0193514895153,0.0193514895153,0.00172542001394,0.0271977240015,0.025962748676,0.0283047807443,0.00117624441554,0
101469705702,100986641699.0,101952769705,0.0683155664537,0.0699271259243,0.0699271259243,0.0699271259243,0.00262374220226,0.012950550572,0.006391587,0.0199007821905,0.00676309150366,0
556975361546,556975361546.0,556975361546,0.855259077814,0.0764990494597,0.0764990494597,0.0764990494597,0.211390867946,0.720401117033,0.105633203176,121106893322.0,0.481053800443,0
946637476778,91089985047.0,982375103085,0.505406358111,0.249087664834,0.199619877661,0.298555452007,0.0699580155206,0.113859766465,0.107057747833,0.126524538469,0.0109780641394,0
100948414614,998249935396.0,102071835688,0.158875731939,0.0215748506694,0.0152894208934,0.0278602804454,0.00888894003456,0.0214133410689,0.0178888323541,0.0276558750931,0.00542121085677,0
992837505274,800761256551.0,119292647108,163239917807.0,0.171135379611,0.0932152041606,0.249055555061,0.110195768904,0.105745942217,0.105745942217,0.105745942217,0.0579778887385,0
987794395937,98455875943.0,991030032444,0.0457588103111,0.00872536547753,0.00804257014119,0.00940816081386,0.00096561842497,0.0204137644618,0.0158720825679,0.0228721976636,0.00393768290662,0
949398036119,768676713614.0,112364699018,177573626917.0,0.274145917902,0.0706375576138,0.485859879767,0.184773959181,0.232428242317,0.124767889058,0.4013404052,0.148111199131,0
965885204752,962954172706.0,968816236798,0.041451052712,0.0356664759469,0.0356664759469,0.0356664759469,0.00816405470693,0.0200174009544,0.0178570858885,0.0222943345701,0.00222092185369,0
944363129011,944363129011.0,944363129011,0.0320659641101,0.260326753152,0.126520053479,0.394133452824,0.189231249413,0.0744854002234,0.0593018457784,0.0948384553563,0.0183236311384,0
892814258871,892814258871.0,892814258871,0.386622480191,0.0410092222972,0.0410092222972,0.0410092222972,0.0315181851819,0.140519976409,0.0356027892945,0.230673420984,0.0756873859893,0
101578204931,101007261105.0,102149148756,0.0807436501375,0.399293014711,0.392512022119,0.406074007303,0.00958977168996,0.513209291769,0.475835871215,0.568748463836,0.0375577390483,0
872178945363,782923787615.0,998577205457,112522471958.0,0.134408049137,0.115795761554,0.15302033672,0.0263217495267,0.343826444014,0.196713707119,0.486494734027,0.110929247373,0
104883500814,104883500814.0,104883500814,0.0686654674963,0.037039967178,0.037039967178,0.037039967178,0.00652097951594,0.0315930293708,0.014051803499,0.059540564117,0.0211872703194,0
963679065634,963679065634.0,963679065634,0.711822817713,0.104887374297,0.039572818681,0.143625143552,0.0568899442586,0.0264606208633,0.0264606208633,0.0264606208633,0.0645059381508,0
